data,Qin,P1,T1,T2,RH1,P15
28/05/2003,0.242,0,17.31,19.418,69.651,
29/05/2003,0.143,0.2,18.033,19.736,66.11,
30/05/2003,0.325,2.2,16.811,17.774,80.36,
31/05/2003,0.296,2,18.617,19.805,77.986,
1/6/2003,0.668,14.6,17.271,18.797,86.026,
2/6/2003,0.639,0.2,18.702,20.201,77.03,
3/6/2003,0.155,0.8,17.536,18.888,78.398,
4/6/2003,0.193,0.4,19.334,20.684,71.777,
5/6/2003,0.174,0.2,20.373,21.701,67.899,
6/6/2003,0.003,0,21.222,22.983,65.525,
7/6/2003,0.28,2.2,20.483,21.652,75.065,
8/6/2003,0.242,0.4,21.598,22.018,80.857,
9/6/2003,0.327,0.2,21.754,22.562,76.564,
10/6/2003,0.057,0,23.813,24.777,63.905,
11/6/2003,0.193,0.2,24.567,25.814,62.82,
12/6/2003,0.157,0.2,25.362,26.414,62.376,
13/06/2003,0.062,0,25.497,26.734,72.227,
14/06/2003,0.168,0,25.53,27.01,58.609,
15/06/2003,0.101,0,24.91,26.269,65.739,
16/06/2003,0.387,6.6,21.245,22.596,75.778,
17/06/2003,0.711,27.4,19.679,20.939,77.53,
18/06/2003,0.505,18,18.807,19.545,83.72,
19/06/2003,0.14,0.2,19.14,20.65,70.984,
20/06/2003,0.114,0,22.427,23.796,55.858,
21/06/2003,0.183,0,24.368,26.004,58.443,
22/06/2003,0.074,0,24.459,26.481,57.279,
23/06/2003,0.08,0,23.724,26.21,48.442,
24/06/2003,0.025,0,24.202,26.794,45.023,
25/06/2003,0.058,0,24.763,27.137,34.982,
26/06/2003,0,0,24.386,26.799,36.276,
27/06/2003,0.101,0,21.716,23.49,66.362,
28/06/2003,0,0,20.968,22.395,79.98,
29/06/2003,0.118,0,20.399,21.886,76.688,
30/06/2003,0.026,0,23.741,25.694,53.238,
1/7/2003,0,0,21.811,24.31,48.031,
2/7/2003,0.064,0,18.172,20.531,31.403,
3/7/2003,0,0,17.8,20.401,30.818,
4/7/2003,0.026,0,17.67,20.789,43.986,
5/7/2003,0,0.4,17.534,19.299,55.855,
6/7/2003,0.077,0,20.458,21.883,53.735,
7/7/2003,0.011,0,21.725,23.033,52.595,
8/7/2003,0.01,0.2,21.635,23.259,66.249,
9/7/2003,0,0,22.64,23.779,68.214,
10/7/2003,0.181,4.6,21.631,22.887,67.36,
11/7/2003,0,0,23.132,24.443,57.508,
12/7/2003,0.02,0,23.458,25.087,65.421,
13/07/2003,0.045,0,24.159,26.18,41.725,
14/07/2003,0,0,20.297,21.55,67.2,
15/07/2003,0.04,0,22.002,23.345,74.925,
16/07/2003,0.009,0,24.964,27.057,53.316,
17/07/2003,0,0,22.733,25.281,49.359,
18/07/2003,0.037,0,23.976,25.6,40.187,
19/07/2003,0.002,0,22.87,24.564,69.126,
20/07/2003,0,0,23.923,25.162,53.338,
21/07/2003,0,0,26.482,28.869,44.374,
22/07/2003,0,0,27.061,29.248,29.868,
23/07/2003,0,0,26.015,27.733,40.883,
24/07/2003,0,0,23.008,23.878,66.895,
25/07/2003,0,0,21.431,23.074,71.934,
26/07/2003,0,0,23.938,25.438,56.887,
27/07/2003,0.039,0,26.92,28.811,52.586,
28/07/2003,0,0,25.65,27.41,37.091,
29/07/2003,0,0,21.083,22.734,51.413,
30/07/2003,0,0,19.54,21.792,59.364,
31/07/2003,0.315,23.4,16.747,17.982,70.303,
1/8/2003,0.129,17.4,16.164,18.1,83.153,
2/8/2003,0,0,19.882,21.798,79.56,
3/8/2003,0.042,0.2,22.384,24.276,67.354,
4/8/2003,0,0,24.8,26.079,61.981,
5/8/2003,0,0,26.703,27.75,51.412,
6/8/2003,0,0,27.04,27.788,59.981,
7/8/2003,0,0,25.543,27.271,62.987,
8/8/2003,0,0,24.786,25.964,53.987,
9/8/2003,0.002,0,26.463,28.33,40.667,
10/8/2003,0,0,27.303,28.872,46.934,
11/8/2003,0,0,27.829,29.533,47.535,
12/8/2003,0,2.4,26.177,28.082,51.696,
13/08/2003,0,0.2,26.915,28.505,61.828,
14/08/2003,0,0,26.096,28.404,55.489,
15/08/2003,0,0,23.859,26.203,63.592,
16/08/2003,0.006,0,25.419,26.469,60.462,
17/08/2003,0,0,27.043,28.913,45.802,
18/08/2003,0,0,25.909,28.522,21.42,
19/08/2003,0,10,23.531,24.559,59.395,
20/08/2003,0,0.2,23.156,24.584,69.288,
21/08/2003,0.048,0,23.942,25.22,61.68,
22/08/2003,0,0,23.718,26.308,54.272,
23/08/2003,0,0,23.518,25.47,56.987,
24/08/2003,0.051,0.2,24.683,26.617,53.786,
25/08/2003,0,0.8,20.825,23.337,64.122,
26/08/2003,0,0,19.258,21.082,63.651,
27/08/2003,0,0,23.072,24.978,48.747,
28/08/2003,0.005,0,22.478,25.441,51.186,
29/08/2003,0.034,0,21.807,24.157,43.155,
30/08/2003,0,0,20.834,23.377,31.986,
31/08/2003,0,0,19.103,21.508,37.651,
1/9/2003,0,5.2,14.623,16.067,78.507,
2/9/2003,0.019,0,13.673,15.89,68.112,
3/9/2003,0,1,12.412,14.508,64.507,
4/9/2003,0,0.2,12.699,14.849,54.944,
5/9/2003,0,0,16.52,18.124,48.7,
6/9/2003,0,0,16.26,18.006,60.695,
7/9/2003,0.056,1.6,16.1,18.106,73.022,
8/9/2003,0.081,4.4,15.043,15.779,90.902,
9/9/2003,0,0.6,13.376,14.68,92.356,
10/9/2003,0.001,1.2,12.988,14.696,87.066,
11/9/2003,0.016,6.2,16.163,18.012,74.161,
12/9/2003,0.015,0,14.627,16.212,66.767,
13/09/2003,0.007,3.4,14.946,16.957,56.695,
14/09/2003,0.029,2.4,9.886,11.835,83.593,
15/09/2003,0,0,11.238,13.538,76.026,
16/09/2003,0,0,12.905,15.25,68.982,
17/09/2003,0,0.2,15.752,17.241,61.898,
18/09/2003,0.075,0,17.9,19.331,51.301,
19/09/2003,0,0,19.565,20.456,47.985,
20/09/2003,0,0,20.093,21.567,56.702,
21/09/2003,0.019,0,20.571,21.985,61.655,
22/09/2003,0,0,20.271,21.968,49.681,
23/09/2003,0,5,15.791,17.863,75.125,
24/09/2003,0.193,37.2,14.616,17.058,81.919,
25/09/2003,0.169,0.2,9.747,12.099,78.437,
26/09/2003,0.027,0.4,10.329,12.55,69.985,
27/09/2003,0,0.2,13.179,14.642,72.024,
28/09/2003,0.054,6,13.437,14.741,83.079,
29/09/2003,0.049,0,12.814,14.553,90.565,
30/09/2003,0.049,0,14.205,15.956,80.414,
1/10/2003,0,0.2,15.302,16.636,81.438,
2/10/2003,0.027,0,18.073,18.615,86.723,
3/10/2003,0.071,0.2,17.492,19.651,70.355,
4/10/2003,0,23.2,15.021,17.505,48.149,
5/10/2003,0.713,21.2,8.645,11.404,60.242,
6/10/2003,0.303,0.8,9.443,11.91,60.359,
7/10/2003,0.028,0.2,10.486,12.907,59.024,
8/10/2003,0.066,8.4,9.731,11.488,44.72,
9/10/2003,0.018,0,12.667,15.238,36.811,
10/10/2003,0,0,14.385,16.778,70.986,
11/10/2003,0,0,13.653,16.712,74.33,
12/10/2003,0,0.2,13.89,16.222,74.689,
13/10/2003,0.038,0,14.182,15.302,78.611,
14/10/2003,0.239,18.8,11.899,13.482,89.151,
15/10/2003,0.459,3.8,5.91,7.867,80.566,
16/10/2003,0.167,0,4.675,6.932,75.897,
17/10/2003,0.068,0,3.001,5.271,80.55,
18/10/2003,0.109,16.6,2.945,4.425,87.944,
19/10/2003,0.476,4.6,5.025,5.717,93.15,
20/10/2003,1.132,2.2,10.588,12.511,91.766,
21/10/2003,0.75,1.8,10.319,13.152,51.485,
22/10/2003,0.216,0,8.632,10.877,76.862,
23/10/2003,0.256,8.8,6.887,9.206,70.315,
24/10/2003,0.357,5.6,4.033,6.025,77.572,
25/10/2003,0.242,0,1.558,3.528,80.484,
26/10/2003,0.21,8,3.205,4.674,80.798,
27/10/2003,1.647,16.2,0.526,1.785,92.686,
28/10/2003,0.846,18.4,2.248,4.316,87.247,
29/10/2003,6.012,43.4,5.202,6.081,94.194,
30/10/2003,6.325,32.4,4.83,7.376,69.104,
31/10/2003,3.052,8.2,8.448,10.539,69.777,
1/11/2003,7.155,27.6,10.308,12.162,75.152,
2/11/2003,4.832,0.2,8.052,10.168,79.987,
3/11/2003,1.652,0,8.618,11.15,75.987,
4/11/2003,0.947,0.2,7.016,8.551,87.395,
5/11/2003,0.649,0.2,6.869,8.767,81.042,
6/11/2003,0.564,0,4.528,6.365,85.401,
7/11/2003,0.873,18.6,2.341,3.851,91.98,
8/11/2003,6.546,24.4,7.924,8.683,94.486,
9/11/2003,2.877,0.2,9.073,7.626,96.685,
10/11/2003,1.504,0.2,7.882,8.771,90.711,
11/11/2003,0.966,0,3.083,4.72,90.114,
12/11/2003,0.842,1.6,0.998,2.49,91.189,
13/11/2003,0.707,0.2,1.255,2.931,87.525,
14/11/2003,0.498,0,3.585,4.438,87.776,
15/11/2003,0.568,0.6,5.328,5.382,91.65,
16/11/2003,0.758,10.8,8.321,7.305,94.69,
17/11/2003,0.745,2,10.476,11.937,95.439,
18/11/2003,0.716,0.2,10.396,9.167,94.731,
19/11/2003,0.648,0.4,10.332,10.284,95.349,
20/11/2003,0.454,0.2,8.797,9.009,96.522,
21/11/2003,0.552,0,5.955,7.158,95.357,
22/11/2003,0.43,0,5.624,6.435,92.65,
23/11/2003,0.365,0,9.823,10.648,87.526,
24/11/2003,0.456,6.2,9.619,11.87,85.981,
25/11/2003,0.346,1.8,8.901,10.576,95.065,
26/11/2003,16.485,74.4,7.811,8.819,94.941,
27/11/2003,18.386,63.2,7.258,9.238,83.359,
28/11/2003,18.77,15,3.418,5.284,84.416,
29/11/2003,7.145,6.2,3.081,4.713,93.692,
30/11/2003,4.165,0.4,5.038,6.276,86.817,
1/12/2003,2.725,0.8,6.223,7.64,90.856,
2/12/2003,2.04,0.2,8.878,10.471,86.61,
3/12/2003,1.698,0.2,8.064,9.252,90.154,
4/12/2003,1.575,0.2,7.356,8.888,89.692,
5/12/2003,1.18,1,7.899,8.828,93.687,
6/12/2003,1.046,0,9.518,11.206,78.064,
7/12/2003,1.179,4,0.064,1.81,68.483,
8/12/2003,0.935,0.2,-3.31,-1.473,64.183,
9/12/2003,0.819,0,-2.38,-0.644,76.296,
10/12/2003,1.048,0.4,-1.092,-0.345,95.119,
11/12/2003,1.117,8.6,2.053,2.297,95.268,
12/12/2003,2.342,12,2.719,3.516,90.982,
13/12/2003,2.627,0.2,5.95,6.03,88.711,
14/12/2003,1.977,0.2,7.413,9.632,75.402,
15/12/2003,1.66,0.2,3.401,5.369,66.247,
16/12/2003,1.11,0,-0.059,2.098,53.769,
17/12/2003,1.101,0,2.788,4.441,53.289,
18/12/2003,0.932,0,3.342,4.853,76.77,
19/12/2003,0.876,0,3.665,4.255,83.706,
20/12/2003,0.768,0.2,4.674,4.818,83.481,
21/12/2003,2.893,29.4,5.448,7.86,74.637,
22/12/2003,5.135,1.4,1.086,2.974,81.152,
23/12/2003,2.786,0,-4.047,-2.426,68.441,
24/12/2003,1.581,0,-6.077,-3.847,48.197,
25/12/2003,1.422,0.4,-4.787,-2.88,54.734,
26/12/2003,1.314,2.8,4.591,4.605,49.413,
27/12/2003,1.204,6,4.831,6.6,71.12,
28/12/2003,1.594,12,4.016,6.06,69.564,
29/12/2003,10.19,38.8,4.741,6.499,81.692,
30/12/2003,8.253,11,4.191,5.294,96.02,
31/12/2003,6.5,4.4,1.668,3.031,95.733,
1/1/2004,4.738,1.4,1.883,3.23,90.142,
2/1/2004,3.457,1.2,0.723,1.892,90.81,
3/1/2004,2.601,0,-3.106,-1.596,80.737,
4/1/2004,1.909,0,-4.637,-3.096,79.877,
5/1/2004,1.642,0,1.542,1.812,76.087,
6/1/2004,1.422,0.2,1.302,1.16,88.894,
7/1/2004,1.211,0.2,1.42,0,91.638,
8/1/2004,1.212,0.8,2.037,2.429,88.945,
9/1/2004,1.163,5.4,2.837,2.99,93.902,
10/1/2004,1.013,0,4.254,3.728,85.317,
11/1/2004,0.995,0.2,4.981,6.686,60.528,
12/1/2004,0.753,4.8,6.729,9.127,65.487,
13/01/2004,2.157,12.2,8.334,10.6,63.059,
14/01/2004,2.455,3.4,8.064,10.842,52.863,
15/01/2004,2.662,8,3.508,5.705,40.321,
16/01/2004,2.232,1.8,2.263,4.713,49.65,
17/01/2004,11.255,49.2,4.42,6.762,58.256,
18/01/2004,27.766,55.4,2.884,4.334,89.59,
19/01/2004,11.725,3,-1.285,-0.254,93.812,
20/01/2004,5.995,7.8,1.453,3.19,76.847,
21/01/2004,4.061,0,-1.267,0.303,79.153,
22/01/2004,2.988,0,-4.097,-2.126,80.12,
23/01/2004,2.486,0,-4.119,-2.484,73.463,
24/01/2004,1.974,0,-3.988,-2.424,71.32,
25/01/2004,1.812,0.2,-4.082,-3.006,83.387,
26/01/2004,1.595,0.2,-1.357,-0.385,88.578,
27/01/2004,2.005,23.4,-0.679,-0.846,92.525,
28/01/2004,2.165,1,-2.762,-2.01,94.773,
29/01/2004,1.727,0,-3.672,-2.132,91.285,
30/01/2004,1.594,1.4,-1.795,-0.558,84.843,
31/01/2004,1.552,8.8,0.675,3.217,77.442,
1/2/2004,2.2,21.2,3.395,5.888,79.027,
2/2/2004,3.611,0.2,4.94,6.855,82.484,
3/2/2004,5.133,0,8.669,8.72,85.812,
4/2/2004,5.968,0,14.167,13.458,71.152,
5/2/2004,5.366,0,10.614,9.705,69.532,
6/2/2004,3.81,0,6.308,8.078,74.809,
7/2/2004,4.138,0.6,5.43,7.911,64.021,
8/2/2004,3.476,0.2,4.985,7.558,55.107,
9/2/2004,2.552,0,4.917,6.643,48.109,
10/2/2004,2.02,0,3.825,4.978,49.299,
11/2/2004,1.709,1.2,3.588,6.174,59.691,
12/2/2004,1.391,0.2,0.962,2.336,71.529,
13/02/2004,1.411,0.2,-1.666,-0.189,68.555,
14/02/2004,1.182,0,3.665,5.21,73.187,
15/02/2004,1.159,0,4.06,5.699,78.722,
16/02/2004,0.975,0.2,2.859,3.457,85.483,
17/02/2004,1.072,0,1.478,3.279,75.937,
18/02/2004,0.902,4,2.438,4.085,75.465,
19/02/2004,1.534,22.8,0.915,2.685,90.607,
20/02/2004,1.69,6,-0.477,0.336,94.196,
21/02/2004,3.337,15.4,2.918,2.92,95.396,
22/02/2004,16.226,28.8,8.066,7.961,95.185,
23/02/2004,17.745,28.4,5.515,8.015,58.067,
24/02/2004,7.559,8.2,-0.657,0.649,83.36,
25/02/2004,4.511,0.8,-2.213,-1.412,84.115,
26/02/2004,4.085,13,-1.492,-1.175,93.569,
27/02/2004,6.244,10,-0.717,1.365,72.987,
28/02/2004,4.629,0,-1.747,-0.357,86.148,
29/02/2004,3.367,0.8,-3.333,-1.484,79.192,
1/3/2004,2.667,0,-4.483,-2.818,89.19,
2/3/2004,2.43,0.2,-4.855,-2.962,79.46,
3/3/2004,2.317,27.6,-0.049,0.985,64.985,
4/3/2004,2.472,2.4,3.055,4.088,60.199,
5/3/2004,2.757,0.2,1.452,2.61,75.941,
6/3/2004,2.509,1.4,-1.208,-0.119,88.526,
7/3/2004,2.789,0.2,-2.188,-1.222,92.399,
8/3/2004,2.115,0.6,-2.718,-1.578,92.484,
9/3/2004,2.238,11,-0.786,0.835,76.339,
10/3/2004,2.163,19.8,1.171,3.219,74.115,
11/3/2004,4.199,11.6,0.985,3.069,80.358,
12/3/2004,3.753,1,0.01,1.12,85.607,
13/03/2004,3.295,0.2,5.672,6.555,80.149,
14/03/2004,5.791,0,7.208,7.271,84.112,
15/03/2004,5.931,0,6.06,6.575,90.154,
16/03/2004,5.226,0,10.122,10.861,75.525,
17/03/2004,4.139,0.2,13.778,13.863,64.904,
18/03/2004,3.684,0,15.701,16.259,63.027,
19/03/2004,3.116,0,11.26,13.806,43.776,
20/03/2004,2.547,0,7.425,10.663,53.982,
21/03/2004,1.957,0,8.157,10.943,54.945,
22/03/2004,2.685,2.8,7.902,10.617,39.565,
23/03/2004,2.552,15.2,1.859,3.843,78.485,
24/03/2004,2.365,8.4,1.42,3.278,74.77,
25/03/2004,2.013,3.2,2.511,5.64,53.775,
26/03/2004,1.982,1.2,1.743,3.436,79.614,
27/03/2004,1.807,0,1.493,3.287,82.774,
28/03/2004,1.517,0,3.242,5.135,78.317,
29/03/2004,1.517,0.2,4.075,5.585,71.607,
30/03/2004,1.482,0.6,5.373,6.951,71.532,
31/03/2004,1.505,5.6,4.428,5.998,85.487,
1/4/2004,1.588,0.2,5.988,7.342,83.272,
2/4/2004,1.304,0.2,11.073,11.81,76.216,
3/4/2004,1.492,0,10.733,12.586,77.191,
4/4/2004,1.444,0.6,10.803,12.92,73.445,
5/4/2004,1.356,0,8.096,11.245,56.859,
6/4/2004,1.162,0,7.328,10.144,41.36,
7/4/2004,2.899,24.2,3.703,5.742,66.068,
8/4/2004,2.935,0.2,5.085,6.559,74.676,
9/4/2004,2.655,7.4,3.741,5.01,89.94,
10/4/2004,2.442,0,5.794,7.554,78.857,
11/4/2004,1.974,0.2,4.921,7,72.489,
12/4/2004,2.857,18.8,2.273,4.054,90.445,
13/04/2004,4.55,6,2.362,3.943,91.194,
14/04/2004,3.604,0.2,5.068,7.414,76.861,
15/04/2004,2.875,2.2,6.937,8.369,76.986,
16/04/2004,3.684,23.2,5.941,7.368,91.358,
17/04/2004,7.435,11.2,5.956,7.215,94.355,
18/04/2004,4.627,4.4,6.653,9.216,79.896,
19/04/2004,5.996,37.4,5.114,7.069,75.985,
20/04/2004,11.108,7.8,6.546,7.996,87.983,
21/04/2004,5.242,0.2,10.772,12.428,73.675,
22/04/2004,3.798,0.2,13.492,14.759,63.49,
23/04/2004,2.964,0.2,13.572,14.976,66.531,
24/04/2004,3.753,25.4,12.74,14.455,74.128,
25/04/2004,7.088,2.6,4.925,6.78,72.074,
26/04/2004,3.744,0,6.269,8.597,78.27,
27/04/2004,2.813,0.2,9.521,11.729,77.926,
28/04/2004,2.999,0.2,12.321,13.851,82.233,
29/04/2004,2.406,0,11.93,13.701,84.171,
30/04/2004,2.303,23.4,10.106,11.673,90.653,
1/5/2004,2.051,0.2,11.395,13.764,88.07,
2/5/2004,1.842,0,10.115,12.684,64.303,
3/5/2004,1.896,6,11.379,13.051,76.919,
4/5/2004,9.914,61,8.705,10.31,77.269,
5/5/2004,6.354,30.8,7.415,10.027,72.863,
6/5/2004,7.676,15.4,5.057,7.315,73.385,
7/5/2004,4.396,17.2,4.483,7.547,62.805,
8/5/2004,9.214,22.6,4.303,6.767,63.026,
9/5/2004,5.81,9.8,5.95,8.804,52.487,
10/5/2004,4.265,0,8.357,9.947,67.811,
11/5/2004,3.245,0,10.952,12.955,65.149,
12/5/2004,3.223,11.2,8.888,10.184,86.941,
13/05/2004,4.185,7.2,7.119,8.797,92.817,
14/05/2004,3.447,0,11.099,13.015,69.985,
15/05/2004,2.868,0,10.838,12.307,63.987,
16/05/2004,2.801,0.2,13.262,14.567,56.525,
17/05/2004,2.247,0,10.165,12.325,55.592,
18/05/2004,1.998,0,13.662,15.46,56.639,
19/05/2004,1.693,0.2,17.666,19.233,52.317,
20/05/2004,1.616,0,17.462,19.653,49.192,
21/05/2004,1.258,0,15.669,17.652,42.984,
22/05/2004,1.192,3.8,12.06,14.8,44.735,
23/05/2004,1.152,0.2,9.823,11.805,77.195,
24/05/2004,1.021,0,8.981,10.896,51.148,
25/05/2004,0.813,0,11.265,12.56,52.321,
26/05/2004,0.897,0.2,14.679,15.756,57.819,
27/05/2004,0.814,0,15.625,17.467,52.195,
28/05/2004,0.719,3,12.371,13.735,75.689,
29/05/2004,1.065,14.8,8.142,10.037,88.236,
30/05/2004,0.802,0.2,12.262,14.41,68.651,
31/05/2004,0.563,4.8,15.562,17.154,58.029,
1/6/2004,0.824,6.4,11.728,13.516,89.692,
2/6/2004,0.602,0.6,14.365,15.895,84.485,
3/6/2004,0.663,2.2,12.624,14.029,86.437,
4/6/2004,0.549,1,12.266,14.27,78.732,
5/6/2004,0.576,0.8,12.973,14.412,82.234,
6/6/2004,0.983,20.2,11.223,13.003,84.191,
7/6/2004,0.604,0,14.93,16.617,70.191,
8/6/2004,0.602,0.4,19.121,20.164,62.318,
9/6/2004,0.455,0,21.515,22.374,65.377,
10/6/2004,0.382,0.2,23.199,24.314,56.154,
11/6/2004,0.458,0,20.847,23.27,34.609,
12/6/2004,0.271,0,19.005,20.704,27.276,
13/06/2004,0.33,5,11.477,13.305,79.898,
14/06/2004,0.426,4.4,10.705,12.625,86.066,
15/06/2004,0.523,4.4,14.672,16.493,73.525,
16/06/2004,0.381,3.2,16.858,18.495,67.777,
17/06/2004,0.394,0.4,16.046,17.68,80.941,
18/06/2004,0.354,0.2,19.132,20.537,64.313,
19/06/2004,0.238,0,18.422,20.409,45.279,
20/06/2004,0.338,1,14.248,17.092,56.19,
21/06/2004,0.193,0,14.156,16.295,44.194,
22/06/2004,0.153,0,15.792,18.592,49.525,
23/06/2004,0.172,0,18.088,20.447,51.277,
24/06/2004,0.19,0,18.119,21.213,49.734,
25/06/2004,0.13,0,18.657,21.407,45.446,
26/06/2004,0.175,0,17.799,19.782,64.858,
27/06/2004,0.242,0.2,21.568,23.122,59.568,
28/06/2004,0.085,0,23.55,26.143,51.697,
29/06/2004,0.182,0,20.49,22.522,71.986,
30/06/2004,0.208,0,19.721,21.429,69.945,
1/7/2004,0,0,21.221,23.377,56.108,
2/7/2004,0.128,0,19.988,22.611,37.693,
3/7/2004,0.041,0,17.938,20.05,61.442,
4/7/2004,0.04,0.2,20.482,21.757,66.482,
5/7/2004,0.183,0,23.191,24.455,40.567,
6/7/2004,0,0,23.424,25.883,40.566,
7/7/2004,0.146,0,24.98,26.827,43.819,
8/7/2004,0,0.2,23.773,25.702,36.774,
9/7/2004,0,0,18.57,21.092,22.234,
10/7/2004,0,0,16.104,18.392,26.738,
11/7/2004,0.065,0,15.326,18.141,35.195,
12/7/2004,0.142,7,12.189,13.856,71.151,
13/07/2004,0.146,0.2,13.644,16.405,60.333,
14/07/2004,0.012,0,16.349,18.548,57.732,
15/07/2004,0.085,0,19.406,21.743,49.986,
16/07/2004,0.03,0,21.442,23.939,41.247,
17/07/2004,0.072,0,22.432,23.972,43.11,
18/07/2004,0.089,0,21.541,24.135,39.103,
19/07/2004,0,0,23.303,25.064,43.108,
20/07/2004,0.079,0,23.805,25.388,42.82,
21/07/2004,0,0,24,26.003,48.982,
22/07/2004,0.101,0,25.904,28.022,47.405,
23/07/2004,0,0,26.642,28.72,37.446,
24/07/2004,0.095,0,23.185,24.563,54.196,
25/07/2004,0.879,47.2,15.826,17.36,91.113,
26/07/2004,0,0.2,18.55,20.823,73.527,
27/07/2004,0.096,0.4,15.581,17.39,72.593,
28/07/2004,0.081,0.2,16.736,18.192,56.332,
29/07/2004,0,0,18.787,20.228,54.487,
30/07/2004,0.061,0.2,20.547,22.113,58.277,
31/07/2004,0.049,0.2,22.165,23.647,62.609,
1/8/2004,0.044,0.2,23.201,25.174,55.988,
2/8/2004,0.034,0,22.207,23.908,50.858,
3/8/2004,0.068,0,22.262,24.015,57.777,
4/8/2004,0.029,0,19.666,21.5,75.321,
5/8/2004,0.237,13.2,17.779,20.309,81.361,
6/8/2004,0.047,0.4,18.151,19.742,81.027,
7/8/2004,0.125,0.8,20.035,21.85,75.735,
8/8/2004,0.05,0,19.789,22.214,67.441,
9/8/2004,0,0,20.318,22.207,76.234,
10/8/2004,0.119,0,20.435,22.651,82.027,
11/8/2004,0.053,1,22.309,23.968,81.651,
12/8/2004,0,0.2,21.277,23.876,61.654,
13/08/2004,0,0,19.697,22.449,40.069,
14/08/2004,0,0,19.713,21.215,48.652,
15/08/2004,0.015,0,20.132,22.017,60.151,
16/08/2004,0,0.2,20.997,22.487,53.528,
17/08/2004,0,0,22.468,24.291,47.571,
18/08/2004,0.003,0,21.506,23.97,40.902,
19/08/2004,0.062,0,22.155,24.638,49.86,
20/08/2004,0,0,21.118,23.91,43.239,
21/08/2004,0.008,1.8,16.998,19.415,35.655,
22/08/2004,0,0,18.617,20.704,55.36,
23/08/2004,0,0.2,20.736,22.424,53.61,
24/08/2004,0,0,21.439,23.316,44.947,
25/08/2004,0,0,19.271,21.83,42.776,
26/08/2004,0.001,3.2,16.107,18.213,59.53,
27/08/2004,0,0.4,18.582,20.738,57.571,
28/08/2004,0.035,0,20.223,22.42,48.151,
29/08/2004,0,0,20.141,21.752,51.653,
30/08/2004,0,0,18.754,21.431,56.527,
31/08/2004,0,0,18.017,21.084,59.482,
1/9/2004,0.007,0,18.446,20.465,67.692,
2/9/2004,0.044,0,17.454,19.564,77.564,
3/9/2004,0.048,0,21.43,22.933,64.191,
4/9/2004,0,0,21.577,23.083,60.151,
5/9/2004,0,0,18,20.324,53.981,
6/9/2004,0,0,15.43,17.595,67.069,
7/9/2004,0,0,16.819,18.539,62.111,
8/9/2004,0.069,0,17.025,19.108,49.651,
9/9/2004,0,0,17.91,19.599,52.737,
10/9/2004,0.019,0,15.805,17.743,60.651,
11/9/2004,0,0.2,18.923,20.01,62.902,
12/9/2004,0,5.4,16.903,19.049,74.945,
13/09/2004,0.077,0,17.554,19.387,70.276,
14/09/2004,0.416,33.6,17.385,19.309,78.612,
15/09/2004,0.566,20,15.275,17.421,90.695,
16/09/2004,0.25,11.8,12.896,14.519,92.858,
17/09/2004,0.123,4.4,10.813,12.552,93.355,
18/09/2004,0.115,0,13.181,14.95,77.07,
19/09/2004,0.007,0.2,15.314,16.548,74.481,
20/09/2004,0.054,0.2,16.277,17.849,80.32,
21/09/2004,0,0,17.802,20.138,70.271,
22/09/2004,0.063,0,17.622,19.65,67.064,
23/09/2004,0.036,0,17.884,20.12,53.404,
24/09/2004,0.482,32,12.351,14.42,65.817,
25/09/2004,0.421,2.6,7.35,9.441,79.482,
26/09/2004,0.155,8.6,8.262,10.373,81.106,
27/09/2004,0.047,0.2,8.926,10.842,71.762,
28/09/2004,0.056,0.2,11.416,13.254,61.859,
29/09/2004,0.049,0.2,14.092,15.852,64.507,
30/09/2004,0,0,14.197,16.861,75.357,
1/10/2004,0.028,0,14.497,17.228,78.399,
2/10/2004,0.015,0,14.755,16.977,79.487,
3/10/2004,0.016,0,15.343,17.018,80.108,
4/10/2004,0.027,0.2,15.324,17.105,84.731,
5/10/2004,0.064,0.2,15.65,17.759,81.19,
6/10/2004,0,0.2,17.324,18.762,79.482,
7/10/2004,0,0.2,17.063,18.565,80.15,
8/10/2004,0.066,0,16.271,18.391,79.398,
9/10/2004,0.005,0,16.509,19.09,78.569,
10/10/2004,0.621,45.2,14.14,16.605,82.777,
11/10/2004,0.381,6.4,11.373,13.671,90.359,
12/10/2004,2.738,33.8,7.977,9.083,94.07,
13/10/2004,0.745,5,5.472,6.715,94.489,
14/10/2004,1.05,31.6,6.756,7.827,94.399,
15/10/2004,2.618,6.8,9.123,11.69,84.312,
16/10/2004,3.82,39,7.324,9.691,71.4,
17/10/2004,5.108,5.2,7.657,10.269,62.858,
18/10/2004,1.195,0,9.57,11.908,74.941,
19/10/2004,0.664,0,12.422,13.314,90.734,
20/10/2004,0.478,0.2,14.525,15.657,92.817,
21/10/2004,0.285,0,15.652,18.594,91.817,
22/10/2004,0.296,0,15.471,17.476,90.854,
23/10/2004,0.183,0,14.591,16.476,92.938,
24/10/2004,0.192,0.2,13.834,16.095,87.398,
25/10/2004,0.116,0.2,16.031,15.816,87.237,
26/10/2004,0.168,0,16.45,16.603,91.733,
27/10/2004,0.134,7.4,12.194,14.188,79.565,
28/10/2004,0.244,4.4,11.194,13.084,88.61,
29/10/2004,7.937,75.2,12.612,14.271,86.984,
30/10/2004,6.161,3.2,13.018,14.526,89.981,
31/10/2004,3.669,12.8,13.9,14.606,95.441,
